id,number,title,pipeline,workgroup,type,project,body,repo
442340098,99,Divisional Business Needs Assessments,Review/QA,DTS,,No,"Description: The DTS team will meet with each division to conduct an assessment of its IT needs. The team will evaluate the technical tasks carried out by staff as well as the software systems utilized to complete core job functions. The team will also inventory the division's key datasets and assess its record-keeping practices and paint points.

Our aim is to identify the critical systems and data that the division uses, their pain points, risks, and short- and long-term areas of improvement. These assessments will form the basis for a broader IT roadmap that we’ll deliver to the executive team by the end of the year. 

Request Date: 2018-11-16 04:37:00

Request ID: DTS18-102465

Status: In Progress

Customer Priority: 

Level of Effort: Project

DTS URL: https://atd.knack.com/dts#service-requests/view-issue-details/5bee56e7f1fbb9388f63a36b

",atd-data-tech
442340072,97,Automated Traffic Count Data Processing,Icebox,AMD,,No,"Description: ### About
The traffic count data publishing tools load traffic count data collected from road tubes into a series of Esri ArcSDE feature classes as well as the City of Austin's Open Data Portal. 

Extensive documentation available in this wiki:
https://github.com/cityofaustin/transportation-data-publishing/wiki/Traffic-Count-Data-Publishing

### Status
The process is currently broken, as the data collection team is no longer exporting traffic count records in the required format, and our processing scripts need to be updated to reach into the G drive, or find a file exchange for receiving the records that need to be processed.

Request Date: 2018-10-23 13:00:00

Request ID: DTS18-102585

Status: Backlog

Customer Priority: 4

Level of Effort: Small Project

DTS URL: https://atd.knack.com/dts#service-requests/view-issue-details/5bee56e8f1fbb9388f63a39b

",atd-data-tech
442340065,96,Signal SRs on 311 Mobile App,Icebox,AMD,,No,"Description: **Automatically Generated from DTS Portal** 
DTS Request ID: ISE18-100375

Description: Currently the only AMD SR in the 311 mobile app is for school zone flashers. Would like to explore possibility of adding additional SRs, i.e. for signals and signal requests. 

Request Date: 08/03/2018 12:00am 
 Link to Request Details

Request Date: 2018-10-23 12:47:00

Request ID: DTS18-102595

Status: Backlog

Customer Priority: 3

Level of Effort: Large Project

DTS URL: https://atd.knack.com/dts#service-requests/view-issue-details/5bee56e8f1fbb9388f63a39f

",atd-data-tech
442340060,95,Electronic Plan Review,Backlog,ROW,,No,"Description: **Project Goals::**
1. Capture all TCP plan review performed by ROW in AMANDA. Currently on review performed as part of a DSD permit are captured. 
2. Perform the reviews electronically; get rid of the paper. We'll use Blue Beam for this. 

Request Date: 2018-10-23 12:45:00

Request ID: DTS18-102505

Status: Backlog

Customer Priority: 

Level of Effort: Large Project

DTS URL: https://atd.knack.com/dts#service-requests/view-issue-details/5bee56e8f1fbb9388f63a37b

",atd-data-tech
442340049,94,Permit Extension Request,Review/QA,ROW,Other,No,"Description: https://austintexas.gov/right-way-permit-extensions



Request Date: 2018-10-23 12:44:00

Request ID: DTS18-102495

Status: In Progress

Customer Priority: 

Level of Effort: Minor

DTS URL: https://atd.knack.com/dts#service-requests/view-issue-details/5bee56e7f1fbb9388f63a377

",atd-data-tech
442340043,93,Digitize Position Review Form,Backlog,Finance,,No,"Description: Asking if this form can be added to a SharePoint workflow or other?

Request Date: 2018-10-10 13:31:00

Request ID: DTS18-101415

Status: Backlog

Customer Priority: 1

Level of Effort: Small Project

DTS URL: https://atd.knack.com/dts#service-requests/view-issue-details/5bbe457095d92e0a8d85f730

",atd-data-tech
442340029,92,Toomey (ROW) Display,Backlog,ROW,,No,"Description: From Jim Dale:  ""Once ROW is at Toomey, I’d like us to use the monitor in the entry way to display some of the statistics below including traffic control review and inspections. We’d need to decide what data rotates through, how it is displayed, and the processes to ensure the data stays current.""

Request Date: 2018-09-20 21:38:00

Request ID: DTS18-102580

Status: Backlog

Customer Priority: 

Level of Effort: Project

DTS URL: https://atd.knack.com/dts#service-requests/view-issue-details/5bee56e8f1fbb9388f63a399

",atd-data-tech
441515828,87,DTS Service Level Agreements,Backlog,DTS,Communication,No,"Agreement is between DTS and ATD employees. Customers will engage us by contacting an approved SPOC for each service area.

Service Level Agreements are needed for the following service areas:
- [ ] App support
- [ ] Report & data requests
- [ ] Map requests
_Should 👆list match our [service listing](https://docs.google.com/presentation/d/1tHKTfUgQ-uAXdRBkEdXqR7ryBo_LTU86IzQxo1gJoeA/edit#slide=id.g5b13dc221d_0_20)?_

Publish - Where will we make this information available to the customer, and in what formats? ",atd-data-tech
441413765,83,DTS Service Delivery,In Progress,DTS,Documentation,Yes,"## Description
Design and document processes the DTS team can use to intake, manage, and deliver services.

<!-- Information below this line will not be pulled on to the website. DO NOT delete it. :) -->
### Resources
- [Project Folder](https://drive.google.com/drive/u/1/folders/1nAzamPSCveOHjGf2Pj70MFlFOtZitpow)
- [Draft Workflow Diagram](https://www.draw.io/?state=%7B%22ids%22:%5B%221CAxAypAhB8dve1FnthN4LvIyVfKpTFKA%22%5D,%22action%22:%22open%22,%22userId%22:%22104144569414369680128%22%7D#G1CAxAypAhB8dve1FnthN4LvIyVfKpTFKA)
- [Project Templates](https://drive.google.com/drive/folders/1Sio1YZkUCPoWP5NtZ_oDcfZnoq6zx6f1)
- [Project Overview Presentation](https://docs.google.com/presentation/d/1xlkXrsygvql9YOi_DVKldWdUB2Dm8sYmTure9glm6Bg/edit#slide=id.p)


**Action Items**
- [x] A - Create ~Project Parent~ Epic label
- [x] All - Collaborate on intake form fields #193 
- [x] T - Setup meeting w/ Amenity to keep working on this later this week
- [x] J - [Create issue for Mateo to look at pushing github project info to transportation.austintexas.io](https://github.com/cityofaustin/transportation.austintexas.io/issues/245) 
- [ ] Define 'Triage' and the tasks involved
- [ ] Define which services are 24/7, if any
- [ ] Further define what should happen during 'Review/QA'
    * What does 'User Acceptance Testing', 'Usability Testing' mean to the team?
- [ ] Form submission confirmation message (1 for severe issues, 1 for everything else)
- [ ] Create a template for the email sent to customers after they submit an issue in the portal
    * All form submission confirmation emails should include some sort of 'What to expect' message to the customer.
    * Link it to the github issue, which can't happen until the issue is assigned to the correct repo
- [ ] Figure out how severe issues will be quickly & easily identifiable, both in GH and in the email confirmations
- [x] Make sure that the default status of new GH issues is 'New Issue' - Be sure before implementing new procedures.
- [x] Add a new pipeline for 'Discovery/Scoping'
- [x] John would like work groups to get some type of monthly update on their backlog & the work we're doing for them. #468
- [ ] John thinks a quarterly department prioritization & collaboration meeting (like w/ SPOCS) would be cool.
- [x]  Test what happens to a GH issue link after the issue is transferred to a new repo.
- [ ] Add to project workflow: assign a PM before the ~~intake~~ kickoff meeting. 
- [x] Gather standard discovery meeting questions from John & Diana (questions they want asked at all intake meetings). #469 
- [x] Create some type of formal discovery meeting artifact docs(s). #470
",atd-data-tech
440239019,77,VPC config or SSH tunnel for AWS RDS Postgres,Icebox,DTS,Data,No,"@JoeyL6 and I are both interested in establishing connections to atd-rodeo-prod. Joey wants to set up pgAdmin4 and I'm looking at setting up a connection to Metabase. Since atd-rodeo-prod is on a VPC, we can't just pass in the credentials to make a connection.

@johnclary, could you remind us why the db needs to be on the VPC? Is there any issue if we create this SSH tunnel for these purposes?",atd-data-tech
439697072,73,Establish policies around Github roles and permissions in the City of Austin organization,Backlog,DTS,Meeting,No,"In order to use Zenhub and access Github apps, members of our team need to have ""owner"" roles in the City of Austin organization. 
What procedures can we put in place to limit the security risks this poses? ",atd-data-tech
438980834,65,Business Intelligence (BI) Solution,Backlog,DTS,New Application,Yes,"## Description
The goal of this project is to identify a business intelligence solution for use by ATD employees and all of our stakeholders. The solution should deliver real-time performance monitoring, and drive meaningful insights from our data in an efficient and transparent way. Our goal is to empower ATD staff, ATD stakeholders, and the public to leverage ATD data to inform their work.


<!-- Information below this line will not be pulled on to the website -->
### Resources
- [Project Folder](https://drive.google.com/drive/u/1/folders/1cYfTJUImvQRpLNgJM9PZ0Vexub299Sbc)
",atd-data-tech
438412271,60,Install Metabase (Business Intelligence) sandbox ,Review/QA,DTS,,No,"on Heroku or AWS?

https://metabase.com/ ",atd-data-tech
438409782,58,Draft blog post about scooter privacy concerns and open data updates ,Icebox,,Other,No,,atd-data-tech
438409213,57,Create a Leaflet/intro to Javascript skillshare for team,Icebox,DTS,Training,No,"Could use part/all of John's old GeoRodeo presentation:
https://github.com/johnclary/frankenmap",atd-data-tech
438408577,56,Move Gitbook dev docs to GitHub Teams Wiki,Backlog,DTS,Other,No,https://app.gitbook.com/@atd/s/atd-docs/how-tos/restart-docker-apps,atd-data-tech
433406608,20,Warehouse Inventory,Backlog,SMB,New Application,Yes,"## Description
Arterial Management needs a warehouse management solution. They are responsible for tracking assets across multiple warehouse locations and vehicles. There are also an increasing number of non-AMD assets, such as bike racks, that are stored in the warehouse. 

<!-- Information below this line will not be pulled on to the website -->
The most pressing need is for a basic barcoding solution, however there are a range of [must-have user stories](https://docs.google.com/spreadsheets/d/1r2l_KFgjygCCp1E4oaBa5lyK2QzkVcP5qCu2u85UwcY/edit#gid=179231394) that extend into the realms of fully-featured inventory management and asset management applications. It is also critical that the software has solid API capabilities to ensure that we can build out integrations into finance and purchasing systems in the future. 

We initially looked into a warehouse inventory application offered as an add on to AIMS, but found it was [not a viable solution](https://github.com/cityofaustin/atd-data-tech/issues/64). As such, we'll be investigating both out-of-the-box vendor software along with the option of building in-house.

## Resources
 - [Comparison matrix with requirements](https://docs.google.com/spreadsheets/d/1r2l_KFgjygCCp1E4oaBa5lyK2QzkVcP5qCu2u85UwcY/edit#gid=2118741241)
- [SOP for Working Stock to be used by signal technicians](https://drive.google.com/open?id=15uozFa4yq2RWq7UJcFlt9nx3VvMgwFQz) - needs to be revisited
 - [Google Drive folder](https://drive.google.com/open?id=1Dh4UF9rNXxIrZMXorhjoPl_i0ZGUGn33)

_*City's enterprise inventory management software that Purchasing uses_

---
This Github issue represents a project of Austin Transportation's [Data & Technology Services](https://transportation.austintexas.io/about/) team. Project status is documented regularly in the comments below.",atd-data-tech
432646347,15,Create issue templates for Knack apps,Icebox,DTS,Other,No,"Let's define common issue templates that we will adopt across all of our knack applications.

I imagine at least four common issue types worth templating:
- Bug Report
- Feature Request
- GIS Request
- Reporting / Data Request",atd-data-tech
421634252,6,Quarterly Newsletter,Backlog,DTS,,No,@johnclary was there a February update? Thought I would find it here: https://github.com/cityofaustin/transportation-data-tech/tree/master/monthly_updates,atd-data-tech
390971009,32,Handle Large Requests,Icebox,,,No,"It's possible to submit a query to the API that generates an invalid request to the Socrata API. If you were to submit a bounding box that covered the entire grid, this would generate a request to the Socrata API that is hundreds of thousands of characters in length, and would result in `414 Client Error: Request-URI Too Large for url`

This API should handle these kinds of requests. Either by rejecting them on receipt, or splitting them into multiple requests to the Socrata API and merging them back together.",atd-dockless-api
390968391,30,"Return Average Distance, Duration",Icebox,,,No,"Return average distance and duration as top-level statistics, similar to `total_trips`.",atd-dockless-api
386377291,23,Timestamp for date range of value,Icebox,,,No,"Could we add info to the geojson that provides a time range for the trips being served. On the frontend, we'd then need to display this date range for users.",atd-dockless-api
464890073,110,Is default zoom level appropriate for 3d viz?,Backlog,PE,Enhancement,No,"<img width=""1280"" alt=""Screen Shot 2019-07-06 at 3 43 37 PM"" src=""https://user-images.githubusercontent.com/5817462/60760992-59992480-a005-11e9-95b1-2ce4d9a3a43f.png"">

This is what happens at the default zoom level if you click right under ""Austin.""  It doesn't become decipherable until you zoom way out.  Also, the tooltip still references hexagons.

I feel like either the default zoom needs to be adjusted or a different visualization strategy deployed.",atd-dockless-dataviz
442541495,108,MDS Governance Meetings,Recurring,DTS,Other,No,"Description: Updates and notes for Mobility Data Specification Meetings and presentations.

https://github.com/CityOfLosAngeles/mobility-data-specification/

Request Date: 2019-02-27 15:12:00

Request ID: DTS19-104210

Status: In Progress

Customer Priority: 0

Level of Effort: Minor

DTS URL: https://atd.knack.com/dts#service-requests/view-issue-details/5c76fd330942ee086b762530

",atd-dockless-dataviz
400900444,96,Question: Originated vs Terminated Labeling,Icebox,,,No,"https://twitter.com/aniccia/status/1086329479524274176

> Hi, love the Austin mobility data. I noticed what may be a bug in the explorer. When I select for Origins it labels the trip count as being of ""trips terminated"" and vice versa. Maybe they got swapped, screenshot attached.
> - John Berry `@aniccia`

![](https://pbs.twimg.com/media/DxNqnHOUcAE4hmU.jpg)",atd-dockless-dataviz
395723454,90,Feature Request: Make Polygon tool more understandable,Icebox,,,No,"Feedback from ATD Public Information Specialist, Mary Vo:

> The tools in the top left-hand corner aren’t that readily obvious to me. For instance, I had no idea the polygon tool would be used like a polygon; I thought it would create a square so I held the mouse button down while dragging which created one line. I’m guessing this is a prebuilt set of tools, but is there a way to make these tools more obvious in their use? Like a more descriptive hover tooltip to describe how to use them? Or a different polygon icon instead of a square?",atd-dockless-dataviz
390449929,81,Dockless react,Icebox,,,No,,atd-dockless-dataviz
386978471,70,Feature Request: Reference Layers,Icebox,,,No,"PIO suggested adding relevant reference layers to the map: especially the DAPZC and council districts.

Would need to add a layer toggle as well.",atd-dockless-dataviz
386388072,67,Feature Request: Heatmap visualization,Icebox,,,No,Strava style heatmap to show where trips are occurring by street/corridor...,atd-dockless-dataviz
386387452,65,Feature Request: Crash Data,Icebox,,,No,"- user reported crashes
- crash data

Austin Public Health would probably be the best source for this.",atd-dockless-dataviz
384407371,57,Add Mapbox Popups for hexes with trip statistics,Icebox,,,No,"Mateo and I discussed this. We were concerned it might be too visually overwhelming, but i think as a viewer they'd want to see the numbers on the map too and not just on the side panel. ",atd-dockless-dataviz
378359837,27,Add noun project attribution,Icebox,,,No,"e-bike by John Zmuda from the Noun Project

Scooter by BomSymbols from the Noun Project",atd-dockless-dataviz
375935016,14,How can a user save or share map state?,Icebox,,,No,"The map is designed to reveal insights about dockless travel patterns—and there's lots to explore. It would be useful to be able to capture current map state (angle, position, zoom, query) in such a way that it can be saved or shared (e.g., via URL). ",atd-dockless-dataviz
437454447,14,Set Up Data Collection for Ojo,Backlog,SMB,Enhancement,No,Ojo is currently operating and we have been provided with MDS access credentials. Need to set them up in our processing pipeline.,atd-dockless-processing
437453908,13,Set Up Data Collection for Skip Scooters,Backlog,SMB,Enhancement,No,Skip has submitted a permit application and will need to be added to our processing pipeline. We're currently waiting for access instructions from Skip staff.,atd-dockless-processing
437346221,11,Support MDS 0.3.0,Backlog,SM,Enhancement,No,"[Release Notes](https://github.com/CityOfLosAngeles/mobility-data-specification/releases)
",atd-dockless-processing
435342009,9,Blog about privacy considerations,Backlog,SMB,Other,No,"- explain our motivation and approach
- invite the community to join the conversation
- h/t to @morganherlocker",atd-dockless-processing
458896465,5,Fetch Units from More Departments,Backlog,Finance,Data,No,Currently we're only scraping unit data from ATD (Dept = 2400). Peggy has requested that we also load units from department 2507 (ATD CIP).,atd-finance-scraper
444567136,4,Get Finance Codes from Finance Database,Backlog,,Data,No,"Instead of scraping the finance codes from their website, we can connect to the actual finance system database and grab the data we need.",atd-finance-scraper
489969037,239,Update: Markings work orders 09/05/2019,New Issues,SMB,Data,No,"31 total work orders currently in GIS QA

Worked on 1 work order(s)
Created/updated _ markings short line features
Created/updated _ markings specialty line features
Created/updated 20 markings specialty point features
",atd-geospatial
489347579,237,Enterprise Database - Unmet Needs,Recurring,,,No,"This issue compiles features and capabilities that DTS Geospatial would like to see in an ideal enterprise database:

* Ability to manage locks on ATD-owned data
* Ability to work without having edits performed on MAINT by other departments slow down performance
* Ability to work in versions that are then reconciled and posted to DEFAULT

@jaime-mckeown feel free to edit the above and add your own thoughts and feelings about our current enterprise database onto this issue; I added a couple just to get started. After speaking with John this afternoon, this seemed like the best way to move towards a better enterprise database.",atd-geospatial
489191880,235,ASMP Transit Priority Network - user access / load to GISDM,On Deck,SDD,Data,No,"Thomas Rowlinson from PARD was looking for the Transit Priority Network GIS layer. Currently the only copy of this layer is a shapefile located on AGOL. Thomas will use this one for now.

I asked Cole if it was the most current layer, he is going to check and then I will be submitting it to be loaded onto GISDM.",atd-geospatial
488711756,232,Strava DataView testing and feedback,On Deck,ATSD,Testing,No,"Testing of Strava Metro's DataView to provide feedback for further iterations.
Testing is focusing on the Intersections and Origin/Destinations features - these could be useful for Active Transportation planners to study usage before and after new treatments are installed.",atd-geospatial
487536479,230,Bike Rack data collecting - phase 2,In Progress,PE,Map Request,No,"Active Transportation is continuing to collect bike rack data for existing and proposed locations. Parking will then use the data to install/maintain bike racks. Data needs to be set up in AGOL for data colleciton:

- [ ] Upload feature service with latest bike rack data from ATSD
- [ ] Enable editing with ATSD AGOL group
- [ ] Create web map, app, or collector project for data collection (depending on how Active Transportation plans to collect the data in AGOL in phase 2.
",atd-geospatial
487143203,229,GIS Support Pedernales Electric Co-op Poles Data - H. McCaslin,In Progress,AMD,Data,No,"Harrell is in need of Pedernales Electric Co-op Utility Poles GIS data. He provided me with an email: gisdesign@peci.com.

Emailed the company to see if they would be willing to share the data with us.",atd-geospatial
485364961,225,ACL Barton Springs Pool Map - F. Hargrove,In Progress,OSE,Map Request,No,"Update the dates and any new formatting for this year.

Frances wrote: 

> Barton Springs Pool  - Can we change the access route to green instead of red?  Red says no access to me.

Location: G:\ATD\ATD_GIS\Office_of_Special_Events\1_Events\ACL\ACL_2019\ACL_Barton_Springs_Pool",atd-geospatial
485358470,224,Data-Driven PHB Ranking,On Deck,AMD,Enhancement,No,"Email
> renee.orr@austintexas.gov

Describe the problem.
> AMD is working toward a data-based process to identify locations for new PHBs.  We would like to investigate the possibility of using existing data developed for Active Trans' Pedestrian Safety Action Plan (PSAP), and revise it to fit our program.  Active Trans is also interested in updating this data for the the PSAP.

We anticipate needing to coordinate this GIS data with PHB requests in Data Tracker.

Also need to discuss the frequency this data can be updated.


How soon do you need this?
> Flexible  — An extended timeline is OK

Is there anything else we should know?
> Would like to have this process defined and in use by November, so we can meet the stated annual December ranking.

I request a scoping meeting be scheduled to discuss this request further.  Please include Joel Meyer in the meeting, 

This process is supported by Jen in response to a request from Jim Dale.

Request ID: DTS19-100165

",atd-geospatial
485357347,223,ACL Lamar / Barton Springs Map - F. Hargrove,In Progress,OSE,Map Request,No,"Update the dates on the map and any new formatting.

From Frances:

> Lamar/BS – this is the traffic pattern after 9:00 p.m. each night – Can you please add that information to the map?  Also the red needs to be changed to purple.  APD might let some residents in if the egress allows but we don’t want to advertise it.

Location: G:\ATD\ATD_GIS\Office_of_Special_Events\1_Events\ACL\ACL_2019\ACL_Lamar_Barton_Springs

",atd-geospatial
485315048,222,ACL Toomey Access Map - F. Hargrove,In Progress,OSE,Map Request,No,"Map from last year only needs dates changed, plus any other formatting changes that I'm making to the maps.

Location: G:\ATD\ATD_GIS\Office_of_Special_Events\1_Events\ACL\ACL_2019\ACL_Toomey_Access",atd-geospatial
485309111,221,ACL Bee Caves Map - F. Hargrove,In Progress,OSE,Map Request,No,"Frances only needs date changes to this map, as well as any formatting changes I'm making to all of the maps.

Location: G:\ATD\ATD_GIS\Office_of_Special_Events\1_Events\ACL\ACL_2019\ACL_BeeCaves_Access",atd-geospatial
484152344,215,ACL Bike Map - F. Hargrove,In Progress,OSE,Map Request,No,"Email from Frances: 

> Brace yourself for the mapapocalypse that is ACL.  The good news is that for many of the maps not much is changing except the dates.  I'll try not to fill up your email box too much, but I'm going to send them over in batches basically because it is easier for me to manage. :-).  All the maps are reviewed by several sets of eyes so please send me the drafts.  I will try to gather all the feedback and send at once rather than in drips from several people.  I'd like to get these finalized as much as possible by September 9th so we can distribute them to the proper recipients and get them up on the webpage.  It would be great to get the larger overall map that I already sent sooner if possible. 
> 
> For the Bike Map - the scanned document is the updated detour signage.  The rest of the information should stay the same (except dates of course).  
> 
> ACL Dates:
> 
> October 4-6, 2019
> October 11 - 13, 2019

Attachments located here: G:\ATD\ATD_GIS\Office_of_Special_Events\1_Events\ACL\ACL_2019
> ",atd-geospatial
484053473,213,"AGOL setup, support for ATSD Vista",On Deck,ATSD,IT Support,No,Help ATSD Vista Benji Fitten log in to AGOL to edit bike rack data.,atd-geospatial
483627527,210,ACL Map - F. Hargrove,In Progress,OSE,Map Request,No,"Email from Frances:

> It’s time to get another map put together for ACL.  The basic footprint is the same.  There are few changes in the days leading up to the festival.  I’ve attached last year’s map and this year’s schedule.  There will be a few more specific maps needed and I’ll get those to you as well, but I’d like to get an overall map up on CityStage sooner than later.
> 
> Please let me know if you have any questions.  Thanks!

She attached 2 PDFs, will save them in G:\ATD\ATD_GIS\Office_of_Special_Events\ACL
",atd-geospatial
482909939,202,Online Bike Map updates,Recurring,VZ,Map Request,No,Epic issue to group all updates to the online bike map as they occur.,atd-geospatial
481301569,196,"Markings GIS QA workflow, user interface documentation",In Progress,SMB,Documentation,No,Create documentation on the Markings Work Order workflow and the user interface in order to bring the project to scale.,atd-geospatial
481141647,193,Pinched Streets Discussion #3,On Deck,Other,Meeting,No,"3rd meeting for ongoing discussion about pinched streets, date TBD.",atd-geospatial
475338516,168,Active Parking Permits Web Map - FME to Python,Backlog,OSE,Feature,No,"Need to create a new Python script to emulate Mat's FME process for updating the 2 GIS feature layers in AGOL for the Active Parking Permits Web Map.

Active Parking Permits (Updated Daily – I run this Workbench every morning):
http://arcg.is/11GzWr
Map data page:
http://austin.maps.arcgis.com/home/item.html?id=93ced30411234ed191bbf10c9ca61398
App data page:
http://austin.maps.arcgis.com/home/item.html?id=3cd9f3250ee64ba88f9c858eedf4ae9c
MXD:
\\coacd.org\dfs\TPSD\ATD\ATD_GIS\Office_of_Special_Events\Map_Requests\ParkingSpacesPermits_Publish.mxd
FME Data Workbench
\\coacd.org\dfs\TPSD\ATD\ATD_GIS\Office_of_Special_Events\OSE_GIS\ParkingSpacesPermits.fmw
FME AGOL Publisher Workbench
\\coacd.org\dfs\TPSD\ATD\ATD_GIS\Office_of_Special_Events\OSE_GIS\ParkingSpacesPermits_Publish.fmw
***Maria Alonso (ACE Event Manager) requested this map – it takes the “Street Events” permits from the AMANDA ROW permits GIS layer, and does a spatial join on the parking spaces to produce the map of affected spaces.
",atd-geospatial
466454962,132,Adding ASMP Street Network to AGOL Public Viewers,On Deck,SDD,Map Request,No,"Update any public viewer that included the AMATP dataset with the ASMP street network, like the Property Profile tool.",atd-geospatial
460633247,111,Central Library Wayfinding Signage,On Deck,PWD,Map Request,No,Cynthia Jordan from PWD has requested trail and bike route data for wayfinding signage for the Central Library. Cynthia will schedule a meeting with me in the near future to go over the data request in more detail.,atd-geospatial
458788481,102,Dockless mobility restricited trails symbology,On Deck,ATSD,Map Request,No,"_Background:_
The City of Austin has restricted access to some trails by dockless mobility devices. It will be necessary to symbolyze which trails are restricted on the bike map.",atd-geospatial
455394878,90,Upgrade all computers to ArcGIS Desktop 10.6,In Progress,DTS,IT Support,No,"I will be working with Scott to upgrade all ATD computers from ArcGIS 10.x to 10.6. Before upgrading need to do the following steps:
- Get a list of all users from Scott
- Email all users notifying them of the upcoming upgrade, asking any users with custom tools to let me know so we can test before upgrading the user and having issues.
- Work with any users that have custom tools to test out in 10.6
- Upgrade the DTS team first so we can ensure there are no issues with the new version before deploying to the entire department.
- Notify users of saving a screenshot of ArcMap or creating a list of all toolbars they normally use and how they like their map document setup.  Also what Add-Ins they have installed and use.
- Work with Scott on getting all computers upgraded
- Help users after the upgrade has taken place with any issues, reconnecting of databases, setup of ArcMap, Add-Ins, etc.",atd-geospatial
453242871,82,GIMOB Monthly Meetings,Recurring,DTS,Meeting,No,"As the GIS SPOC, I am required to attend the monthly GIMOB Meetings for COA. My notes from each meeting are located in OneNote under the DTS Geospatial Notebook:
https://cityofaustin.sharepoint.com/sites/DTSGeospatial/_layouts/OneNote.aspx?id=%2Fsites%2FDTSGeospatial%2FSiteAssets%2FDTS%20Geospatial%20Notebook&wd=target%28GIMOB.one%7C2B5A2074-436A-4748-94B3-61CF5219E75C%2F%29",atd-geospatial
451688366,77,Figure out an automated process for notification of updates to the jurisdiction layer,Backlog,DTS,Data,No,"- Multiple ATD polygon layers follow the jurisdiction layer boundaries. When it changes we are unaware, therefore the ATD polygon layers are not always current with the jurisdiction boundaries.
- I want to find the best way for notification of updates for the jurisdiction layer to stop this problem from continuing to occur with ATD GIS data.",atd-geospatial
451560220,73,Print Bike Map,Recurring,,,Yes,"## Description
The City of Austin publishes a print version of the bike map every year. The bike map shows the recommended routes for bicycling, and it displays them by level of comfort so that they may be useful for people of all ages and abilities. The bike map is a collaboration between Active Transportation & Street Design, Public Information Office and the Data & Technology Services Team at Austin Transportation Department.

<!-- Information below this line will not be pulled on to the website -->
### Resources

[cityofaustin/atd-geospatial/issues/73](https://github.com/cityofaustin/atd-geospatial/issues/73)
[Mapping Comfort](https://peopleforbikes.org/blog/mapping-comfort-how-psychological-stress-influences-bike-maps/)
[Four Types of Cyclists](https://www.portlandoregon.gov/transportation/44597?a=237507)
",atd-geospatial
450486418,68,GeoEvent Jumpstart - Signals Request,Backlog,AMD,Data,No,"- Received an email from Marna that today was the last day to submit requests to add to the GeoEvent Jumstart. I asked Diana about it since I thought we were interested in using it for a possible project. She directed me to Joshil in the Signals group.
- Joshil shared with me that they are interested in using GeoEvent to create a reliable data stream for cell modems on Fire/EMS vehicles for an upcoming project. They want to use the data stream to migrate to pre-emption for the signals to detect emergency vehicles from the current system where the driver sends a signal to change the light.",atd-geospatial
450336780,67,Review DRAFT Regulation Data,New Issues,,Data,No,"Kyle from AECOM sent over email about the draft regulations.

Downloaded here: 
`G:\ATD\ATD_GIS\Traffic_Engineering\AECOM_Staff_Augmentation\data_export`",atd-geospatial
446743177,58,E-scooter injury/crash mapping and analysis,Backlog,TE,Data,No,"Daniel Yang emailed asking if I could help him out with an analysis for E-scooters. Email below:

> I’d like to pick your brain on the graphic presentation and analysis for a task indirectly given by the directors or PW and ATD.  They had a conversation about two weeks ago on the recent E-scooter injuries in relation to the street conditions and  time of day (day vs. night).   There’s no rush on your critique because the Austin Public Health staff just reached out to the CDC last Thursday on the time of day attributes.
> 
> Attached is a screenshot of the highest concentrations of crash locations based on street conditions; the injury locations went as far out as Research/McNeil in the NW of and Slaughter/Bluff Springs in the SE of the city.  The first look appeared that the crash/injury locations overlapped well with the “Failed and Poor” conditions.  But, it might be due to the spatial characteristics of E-scooter; their popular origins and destinations are in the downtown area.

_
",atd-geospatial
442340012,43,School flashers,Backlog,AMD,Bug Report,No,"Description: Hi Diana - I noticed that the Asset Map uses the term ""school flasher"". Can we please change it to ""school zone beacon""? Thanks.

Request Date: 2019-03-12 16:27:00

Request ID: DTS19-104425

Status: Backlog

Customer Priority: 0

Level of Effort: Minor

DTS URL: https://atd.knack.com/dts#service-requests/view-issue-details/5c8824493a33fa552e62b7f9

",atd-geospatial
442340002,42,Online Bike Map Enhancements,Backlog,DTS,Map Request,No,"Description: Enhance the usefulness of online bike map by attaching photos to notes on the map to better describe street or trail conditions that may be difficult to understand without an image.
Create new feature class/symbology for street/trail closures to overlay on bike map.

These two features should make the online bike map more useful and responsive.

Request Date: 2019-01-08 15:59:00

Request ID: DTS19-103510

Status: In Progress

Customer Priority: 0

Level of Effort: Small Project

DTS URL: https://atd.knack.com/dts#service-requests/view-issue-details/5c351d465792b327674ecab9

",atd-geospatial
442339991,41,Add Downtown Emerging dataset to ROWPact,New Issues,ROW,Enhancement,No,"Description: This is a project to add the downtown emerging dataset on ROWPact so that ROW will be able to view active development/ construction sites in the downtown area. The dataset itself may not maintained, so the project is going to be put on hold until we establish priority by the customer. 

According to Surbhi:
""I don’t think anyone is maintaining an emerging projects dataset specifically for downtown Austin anymore, though you can check with the Economic Development Department. Michael Knox used to maintain that dataset. I am not sure if Donald Jackson took over after Michael retired. You can also check with the Downtown Austin Association. 
I maintain a dataset for the whole city, it does include downtown, but it might not be as fine grained as the dataset that Michael Knox maintained. You can get to my dataset from AGOL or DataMart.""


Request Date: 2018-10-02 12:45:00

Request ID: DTS18-101345

Status: Backlog

Customer Priority: 

Level of Effort: Small Project

DTS URL: https://atd.knack.com/dts#service-requests/view-issue-details/5bb3aed409df210410a7f507

",atd-geospatial
